id,label
2582,Class_C
615,Class_A
170,Class_A
1039,Class_C
1872,Class_C
544,Class_E
795,Class_E
3119,Class_E
1105,Class_D
368,Class_D
438,Class_E
1219,Class_C
311,Class_D
1028,Class_C
2040,Class_A
2117,Class_C
761,Class_E
1927,Class_D
8,Class_E
1872,Class_C
1441,Class_D
1497,Class_C
523,Class_E
855,Class_D
1268,Class_C
1721,Class_C
2088,Class_A
2164,Class_C
2713,Class_C
1494,Class_D
3056,Class_C
2429,Class_A
2187,Class_E
1553,Class_B
1023,Class_E
2048,Class_A
955,Class_A
1839,Class_A
2004,Class_C
1864,Class_A
2580,Class_C
2289,Class_C
2580,Class_C
2074,Class_E
170,Class_A
2048,Class_A
626,Class_A
229,Class_A
816,Class_E
1422,Class_A
1820,Class_D
2048,Class_A
1427,Class_C
649,Class_A
3056,Class_C
2316,Class_A
2106,Class_D
2255,Class_A
2289,Class_C
1935,Class_A
862,Class_D
203,Class_E
2510,Class_E
3220,Class_C
2429,Class_A
2446,Class_A
878,Class_C
2261,Class_A
3086,Class_A
2623,Class_E
979,Class_A
2446,Class_A
649,Class_A
2591,Class_D
2652,Class_E
1343,Class_A
1726,Class_D
170,Class_A
2117,Class_C
473,Class_D
314,Class_B
649,Class_A
981,Class_A
1495,Class_A
2866,Class_C
1872,Class_C
2257,Class_D
2330,Class_A
1484,Class_A
2370,Class_E
1931,Class_C
2627,Class_C
127,Class_A
981,Class_A
991,Class_A
298,Class_C
2862,Class_B
2576,Class_C
3220,Class_C
1864,Class_A
686,Class_C
356,Class_C
1133,Class_A
1446,Class_E
615,Class_A
794,Class_A
504,Class_E
1308,Class_A
1213,Class_D
2352,Class_A
170,Class_A
2042,Class_E
1497,Class_C
1923,Class_C
926,Class_D
2529,Class_A
2149,Class_E
991,Class_A
3220,Class_C
3131,Class_C
170,Class_A
2446,Class_A
820,Class_C
2248,Class_A
2984,Class_C
2261,Class_A
2576,Class_C
798,Class_D
2038,Class_E
794,Class_A
550,Class_B
1839,Class_A
986,Class_E
3293,Class_C
2457,Class_E
3137,Class_A
2964,Class_E
2072,Class_A
615,Class_A
1873,Class_A
1423,Class_D
3129,Class_C
3182,Class_D
3101,Class_A
201,Class_A
585,Class_D
1873,Class_A
3064,Class_C
2771,Class_E
2737,Class_C
2105,Class_D
959,Class_A
2248,Class_A
3101,Class_A
1935,Class_A
2866,Class_C
712,Class_A
54,Class_F
783,Class_D
626,Class_A
2616,Class_C
2888,Class_E
2389,Class_A
1070,Class_E
96,Class_D
2813,Class_E
979,Class_A
2352,Class_A
2446,Class_A
256,Class_B
218,Class_A
981,Class_A
1424,Class_C
2040,Class_A
218,Class_A
1786,Class_E
1150,Class_E
556,Class_E
2906,Class_D
2529,Class_A
3268,Class_F
2655,Class_E
1495,Class_A
1813,Class_A
981,Class_A
1450,Class_E
2276,Class_F
1006,Class_A
2191,Class_A
239,Class_D
298,Class_C
1487,Class_D
691,Class_C
3205,Class_C
2970,Class_D
1679,Class_C
600,Class_C
1840,Class_C
229,Class_A
694,Class_A
3269,Class_E
3289,Class_D
671,Class_B
1465,Class_C
1978,Class_E
2895,Class_B
1719,Class_D
2316,Class_A
129,Class_C
2048,Class_A
1391,Class_E
2918,Class_E
2684,Class_C
2191,Class_A
2634,Class_C
103,Class_A
2004,Class_C
694,Class_A
1389,Class_E
1864,Class_A
979,Class_A
2088,Class_A
3115,Class_A
1721,Class_C
1367,Class_B
959,Class_A
2530,Class_C
2407,Class_A
2217,Class_E
1491,Class_E
2185,Class_D
3101,Class_A
380,Class_A
1354,Class_D
380,Class_A
955,Class_A
370,Class_A
2446,Class_A
694,Class_A
103,Class_A
1796,Class_C
3233,Class_E
398,Class_C
170,Class_A
230,Class_E
170,Class_A
2313,Class_C
2606,Class_D
2328,Class_C
218,Class_A
2131,Class_F
2389,Class_A
2876,Class_B
888,Class_A
3086,Class_A
1550,Class_C
398,Class_C
2835,Class_C
1645,Class_A
1937,Class_E
626,Class_A
2891,Class_C
1839,Class_A
1387,Class_A
600,Class_C
1563,Class_E
3142,Class_F
1523,Class_C
2330,Class_A
694,Class_A
3246,Class_C
1484,Class_A
1373,Class_C
3086,Class_A
2088,Class_A
626,Class_A
2330,Class_A
2104,Class_C
229,Class_A
2376,Class_D
1935,Class_A
2352,Class_A
1015,Class_C
820,Class_C
2949,Class_C
1873,Class_A
2848,Class_E
2627,Class_C
1133,Class_A
858,Class_E
2248,Class_A
694,Class_A
1495,Class_A
2791,Class_D
2426,Class_E
1935,Class_A
201,Class_A
3099,Class_D
2684,Class_C
643,Class_E
2841,Class_C
2191,Class_A
674,Class_D
702,Class_C
298,Class_C
1006,Class_A
906,Class_D
517,Class_E
867,Class_D
694,Class_A
1992,Class_D
2530,Class_C
824,Class_E
1342,Class_A
1133,Class_A
2191,Class_A
2622,Class_E
233,Class_D
1717,Class_E
794,Class_A
365,Class_D
626,Class_A
3101,Class_A
1422,Class_A
1873,Class_A
959,Class_A
370,Class_A
2048,Class_A
2328,Class_C
1244,Class_E
1813,Class_A
1851,Class_E
1422,Class_A
1133,Class_A
257,Class_D
2172,Class_D
2914,Class_C
2594,Class_C
1291,Class_E
1864,Class_A
1285,Class_E
2307,Class_D
1308,Class_A
1038,Class_C
2558,Class_C
2822,Class_E
3137,Class_A
128,Class_D
3035,Class_E
2529,Class_A
2352,Class_A
2493,Class_C
955,Class_A
2981,Class_B
1265,Class_E
1840,Class_C
582,Class_C
3033,Class_A
3033,Class_A
1952,Class_C
991,Class_A
1923,Class_C
2407,Class_A
794,Class_A
1308,Class_A
3278,Class_E
649,Class_A
1069,Class_D
1308,Class_A
1308,Class_A
465,Class_B
3158,Class_C
586,Class_C
1867,Class_C
1172,Class_E
1373,Class_C
34,Class_D
1886,Class_C
2352,Class_A
961,Class_A
888,Class_A
130,Class_E
2558,Class_C
3018,Class_C
2048,Class_A
30,Class_D
566,Class_D
85,Class_E
103,Class_A
2352,Class_A
2753,Class_D
1054,Class_E
2429,Class_A
2330,Class_A
3137,Class_A
